,"ECG__fft_coefficient__attr_""abs""__coeff_0","ECG__fft_aggregated__aggtype_""skew""","ECG__fft_aggregated__aggtype_""kurtosis""","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4","ECG__fft_coefficient__attr_""abs""__coeff_38","ECG__fft_aggregated__aggtype_""variance""","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4","ECG__fft_coefficient__attr_""abs""__coeff_34","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4","ECG__fft_coefficient__attr_""abs""__coeff_49","ECG__fft_coefficient__attr_""abs""__coeff_39","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2","ECG__fft_coefficient__attr_""abs""__coeff_45","ECG__fft_coefficient__attr_""abs""__coeff_33","ECG__fft_coefficient__attr_""abs""__coeff_40","ECG__fft_coefficient__attr_""abs""__coeff_35","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2","ECG__fft_coefficient__attr_""abs""__coeff_32","ECG__fft_coefficient__attr_""abs""__coeff_43","ECG__fft_coefficient__attr_""abs""__coeff_42",ECG__quantile__q_0.3,"ECG__fft_coefficient__attr_""abs""__coeff_31","ECG__fft_coefficient__attr_""abs""__coeff_26","ECG__fft_coefficient__attr_""abs""__coeff_46","ECG__fft_coefficient__attr_""abs""__coeff_36","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6","ECG__fft_coefficient__attr_""abs""__coeff_90","ECG__fft_coefficient__attr_""abs""__coeff_27","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6","ECG__fft_coefficient__attr_""abs""__coeff_44","ECG__fft_coefficient__attr_""abs""__coeff_29","ECG__fft_coefficient__attr_""abs""__coeff_28","ECG__fft_coefficient__attr_""abs""__coeff_81","ECG__fft_coefficient__attr_""abs""__coeff_30",ECG__range_count__max_1__min_-1,"ECG__fft_coefficient__attr_""abs""__coeff_41","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4","ECG__fft_coefficient__attr_""abs""__coeff_85","ECG__fft_coefficient__attr_""abs""__coeff_96",ECG__quantile__q_0.2,"ECG__fft_coefficient__attr_""abs""__coeff_50","ECG__fft_coefficient__attr_""abs""__coeff_21","ECG__fft_coefficient__attr_""abs""__coeff_79","ECG__fft_coefficient__attr_""abs""__coeff_86","ECG__fft_coefficient__attr_""abs""__coeff_37","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6","ECG__fft_coefficient__attr_""abs""__coeff_87","ECG__fft_coefficient__attr_""abs""__coeff_83",ECG__absolute_sum_of_changes,ECG__mean_abs_change,"ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0","ECG__fft_coefficient__attr_""abs""__coeff_92","ECG__fft_coefficient__attr_""abs""__coeff_17","ECG__fft_coefficient__attr_""abs""__coeff_23","ECG__fft_coefficient__attr_""abs""__coeff_52","ECG__fft_coefficient__attr_""abs""__coeff_98","ECG__fft_coefficient__attr_""abs""__coeff_89","ECG__fft_coefficient__attr_""abs""__coeff_16","ECG__fft_coefficient__attr_""abs""__coeff_25","ECG__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6","ECG__fft_coefficient__attr_""abs""__coeff_24","ECG__fft_coefficient__attr_""abs""__coeff_22","ECG__fft_coefficient__attr_""abs""__coeff_13","ECG__fft_coefficient__attr_""abs""__coeff_91","ECG__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""","ECG__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""","ECG__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""","ECG__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""max""","ECG__fft_coefficient__attr_""abs""__coeff_82","ECG__fft_coefficient__attr_""abs""__coeff_47","ECG__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""","ECG__fft_coefficient__attr_""abs""__coeff_53","ECG__fft_coefficient__attr_""abs""__coeff_97","ECG__fft_coefficient__attr_""abs""__coeff_15","ECG__fft_coefficient__attr_""abs""__coeff_19","ECG__fft_coefficient__attr_""abs""__coeff_71","ECG__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2","ECG__fft_coefficient__attr_""abs""__coeff_48","ECG__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)","ECG__fft_coefficient__attr_""abs""__coeff_93","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8","ECG__fft_coefficient__attr_""real""__coeff_0",ECG__sum_values,ECG__mean,"ECG__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4","ECG__fft_coefficient__attr_""abs""__coeff_20","ECG__fft_coefficient__attr_""abs""__coeff_78",ECG__lempel_ziv_complexity__bins_100,"ECG__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)",ECG__quantile__q_0.4,"ECG__fft_coefficient__attr_""abs""__coeff_11","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2","ECG__fft_coefficient__attr_""abs""__coeff_73","ECG__fft_coefficient__attr_""abs""__coeff_84"
r5s8_Video1,1656.53796479197,4.0721078110566085,22.756394107541684,10.803246588020599,199.67539984133464,323.35846920081536,12.971359565234721,155.99926397624995,12.180829912662803,82.9919469146518,64071.014467989895,3989136.983091237,12.76340053011652,79213.00871536578,316.5347800203954,272.4786730687261,154.36635151454888,45249.99068473737,36080.79951838809,124.54571683265691,11.446872600129709,100217.82954028198,31669.073754060442,47406.022363159,100706.54192602617,234.33101020200417,49293.53277979635,68924.71695949353,77557.72218952756,-162.24197394105698,53314.94977400402,61820.3436884367,74925.87114982067,18690.367243767945,103.67774759815977,12.678878384959,129620.11070363788,62662.550056759756,37.2392351638277,312.5647202659648,148889.01450086708,83515.42139189238,38160.44016175799,117697.5943302327,15000.464972085385,104.0,65722.23030360873,152.40804194091186,45.104470269065395,121555.32356541937,201404.22449335267,-219.78417977340922,113408.93140670308,23604.81973702412,138787.94675482324,212128.00839652217,143752.22780864907,61.28508608779544,83426.80046652877,70515.75222418756,1321452.7301042676,44.049892666564475,44.049892666564475,170753.74870935475,29504.90805875353,38815.26954002361,253772.54846629978,69203.7860263559,93779.91285233614,12132.392736161835,34150.504345163405,0.7728381302236986,5245.117797159432,25441.125538926786,9790.871104998465,83041.5017235634,165.84398456269378,-82.88043734287484,79.61804443510852,603.7022284995451,252257.92757363946,135907.49190512564,-167.63047691351613,207144.01671609803,24543.110870262273,23678.35167600551,35959.955039313565,122614.5192148709,0.05965430498015598,16875.079108359383,149241.1568903991,8359.041820704868,13617.79861823003,106.55283191180175,1656.53796479197,1656.5379647919617,0.05521793215973206,22093.926661046527,29804.260316495645,108805.84968150173,0.1323,9395.044703995953,-114.21651844360152,10041.140296915079,15489.600732826337,154477.83564046078,229675.11693642553
r5s8_Video2,164692.15836697188,0.9030585548890018,32.612161016827244,11.22775640806543,215.26905818508993,316.8055859730175,12.8361386946398,153.00878519959912,12.240156830849045,89.2222998116647,84192.49886433252,408756.0934181493,12.70300750690971,51890.84187741704,313.5410930291813,274.240963542581,152.91803781771247,137456.20249326204,35090.93863311719,124.93541478177697,11.183545930048908,66122.68322694796,80407.0150539275,108957.96281281632,131483.24444686342,225.8070591713712,112046.64773722271,24513.167365058052,141279.89405681824,-176.13249331696173,107655.3100033383,68992.51543777632,96358.41666144623,89636.28844401544,101.2164027775825,12.181913195603505,111271.80422303214,112091.48203051479,39.37414244339068,295.447633747106,109865.59747127714,76018.58937641088,59502.18267213038,58032.880272309136,24109.61157991025,95.0,98660.88872282117,147.53117516797872,47.965648492677154,60729.74884770383,106430.43908347622,-235.56510924566246,77977.44474585475,41364.13884614266,208385.69083314657,93537.65389172688,68916.92757843583,65.35892875543846,115695.87096255297,95356.29621867734,1368970.462299277,45.63386987230498,45.63386987230498,78489.85536107674,35667.406361628666,43428.25572911531,78931.2082458994,26238.5765056783,126506.04065938389,44385.5931077285,55408.444774085576,0.694658567996914,76414.53853083731,31573.40077738702,36347.57981800316,75732.50555637022,186.24306704012685,-84.50040395141302,92.57339708102386,750.8477547449114,31808.966167513576,51262.596482336376,-175.04407019698527,108480.30690274463,161563.61053142216,92560.32405200477,54532.49909521532,136899.99838967732,0.06674832730724627,20535.24734540312,118419.56428382872,-108.37457800094215,96630.6898067071,115.06612981164292,164692.15836697188,164692.15836697194,5.489738612232398,26835.054687924512,35339.46112435927,23659.209542619734,0.13016666666666668,-73.1425270811065,-130.1403675984389,39901.8630155033,18986.94928242821,126413.5837437043,47836.561783791374
t6v9_Breathing,17257.404384257454,6.638863259650442,66.81606938204685,12.68085025101679,285.15632167972836,586.9251016776348,17.435204308751196,284.02183316293514,17.509568446518802,124.77768109247035,57936.22743295169,1228307.760585831,15.100055818604103,24708.48603326843,440.6912687039655,573.5894582569441,213.0151186959199,96642.92866907439,63331.636570281116,268.4353388957221,18.6641024975198,158019.60832239277,43094.239076948244,42560.88714907511,18267.30948790693,609.0595109077694,35899.03756018778,464.3512194301825,49264.30575250215,-167.35640874551868,24829.260058714368,25367.42906494094,26200.220455770334,38178.454983957854,263.9111648301314,13.43814712019246,79214.80657163623,23598.00513243117,41.481622240978986,325.61993695025853,35147.8064846095,26462.2247364674,14025.303183579339,125730.35430699073,6466.344471498278,180.0,82145.57386950437,145.7525880461963,48.06933707796322,64880.16342800874,202132.16076438557,-286.883943677993,103709.74215583286,32069.567461441544,72594.68316817936,153124.37844679304,30986.025972656596,64.74540756946705,146877.68734356144,55717.45967284527,1324400.815474128,44.14816545465275,44.14816545465275,119042.1230132971,26407.764169830407,42634.93323210113,517765.02041477436,273929.72004376544,133437.81708577467,24104.100347145133,33842.19821641432,0.8464331750792212,9117.707594461994,36729.407625993066,13481.746084323664,141468.4945330661,191.15516401225986,-94.90262381174449,93.77309579904245,791.5264724826118,64778.98148960149,105503.9082984909,-191.25963546143726,630139.5509546669,36978.20095056879,15329.511105788839,25252.184328168765,158033.17429836412,0.08040232564268154,13957.356851612249,130947.55434310061,-780.752124614928,144654.0784535132,111.91104896328008,-17257.404384257454,-17257.404384257494,-0.5752468128085831,18116.178051944567,11776.394336227515,79654.67681316013,0.15083333333333335,-772.2193366942622,-95.7739488079777,19880.726393675857,12237.737699681606,111530.65729677062,154533.45831019006
t6v9_Counting1,2.6066118152812123e-09,2.5080249361831157,40.62716726260171,18.945367694075745,631.64085580548,897.1444633557455,21.884772128208628,422.59167227871825,20.850946923717288,274.9842328346844,186434.69834135374,377318.10279529577,21.54596584673474,59185.57160955197,890.3515429885776,776.1304387435443,429.235468432569,198348.2635881945,91161.86992944583,345.9202085401782,20.146692426033134,161562.8870891126,138516.21684737495,102289.72859338784,215014.42788252453,706.1157015658603,25100.11489474809,336121.49718058156,251038.79738590767,-283.45260123426897,88124.45357399344,55855.46756697745,306462.5788201998,83274.21579167215,307.5154862338498,20.650479244331393,112779.04108529974,30549.937646078288,52.0503974452931,794.4419390312033,305777.58221044927,95788.13358221567,35765.809502162934,805510.005792941,80755.79615910226,88.0,276813.736934857,370.1457836165005,61.30245232429139,557939.5987921311,445142.9170547645,-427.4064145158005,200947.45295988,12540.518359181006,217004.32294214287,811870.606925134,49407.14548237613,80.93164660097187,300899.74220116186,297981.85302863794,1612606.1260085441,53.755329377930735,53.755329377930735,276710.525321065,56187.18547643189,87102.67185383207,325070.6144011556,355588.10897263244,399607.40124929626,33535.5799879245,54981.71066023407,1.4649701723444295,88380.64161970906,69887.13656830035,40475.96629368979,297787.3831329702,192.27293242937336,-86.25550101624697,91.90182489024903,812.4697895737843,672184.6539705305,137790.5441692143,-171.93390024568538,150605.639213384,175566.19633541923,61223.64545457854,21361.44743255571,310201.1976733013,0.10455487836464906,20225.811610743796,47669.39453407563,-163.38246779323606,305282.7763078217,136.3025624158646,2.6066118152812123e-09,2.5320332497358322e-09,8.440110832452773e-14,25907.761569328213,81040.12414254378,459041.8704638308,0.1578,-87.06165386304986,-185.84495432627003,52227.187668821505,17518.016353892046,197409.07847391613,360369.44241220504
t6v9_Counting2,2.6684574550017715e-09,1.4054142030023282,26.71659743265757,16.867868157748823,508.59353918917344,749.4902023128881,19.84632574630688,357.8911032550466,19.742745452057836,224.81911702463762,100702.28440714534,324641.6909444529,18.607504676417303,77125.67970046579,679.328509387945,711.0972550886074,334.4500212523468,144623.12845480273,145694.58563367667,323.7617365522463,19.65176785054532,66583.50534584347,61366.72330738201,139454.54317091382,112848.64557691762,673.7611607847141,18639.40204809645,39089.95874522085,134524.83637168774,-254.1016771447902,93292.77795788781,38009.69794488164,52433.06374370455,82037.92499052755,291.8520465411886,16.870836738955425,87835.49194321466,40385.587865186215,49.0438195069455,534.9670346974436,153574.94449463728,64711.15534855734,40026.16488786783,290848.238830844,56671.011523678324,88.0,53274.06433130882,251.34070488205666,57.68410280736053,302721.70832538354,358936.6086551146,-387.5129223069267,139031.46767187733,30525.42397054065,432397.4225949277,251797.50182048252,182292.15478330056,76.6942727608812,240419.21921179703,253715.89331972066,1532202.4969045313,51.075119067453294,51.075119067453294,439263.49362283014,11854.097411767725,78191.12227695656,402391.5069575973,262581.1564310315,92643.17972536746,18963.963121142715,23116.409213170973,0.9994010491796035,15739.829915768429,16145.147447109184,3929.360888736166,106690.14671447902,226.21090910436988,-110.29924833204035,109.8443745133321,1028.9711718275291,244767.80845728962,52735.528291149436,-218.31157357861645,607449.8883370943,157649.62123472244,28879.17765553755,21168.34356690058,617826.6966914509,0.09933657822119893,19904.38081812146,112863.62442014027,-194.26337919996115,243835.1805020264,131.93259200344977,2.6684574550017715e-09,2.6793713914230466e-09,8.931237971410155e-14,25737.670828629485,15942.490028069493,72780.9066328947,0.14836666666666667,-230.3666900673394,-167.3008387212955,15906.392592441263,17500.289410080044,45141.063363651156,216526.6818573111
t6v9_Counting3,1.6889316611923277e-09,6.557320007973069,77.56976052887465,11.621582931543372,252.7145539722728,474.15409349565164,15.289403898403169,241.71981731576795,14.738685429785251,118.5146676303692,156844.24315364516,832396.4929247033,14.13079758596818,134716.2211290451,414.04942959299194,425.88964810817913,215.2415616928665,35717.28335155533,38744.403808171,210.17630682773205,15.270807430335456,114681.57765342145,143578.27206373969,96730.03254974363,79337.44218471447,426.9841661492328,111916.45579936281,101613.95563797007,28517.50389075303,-187.13812546150368,77115.65601725686,90753.27325474944,141955.2448004232,121784.72323923002,196.84323817978202,13.560798996964046,142354.42471014487,105884.05885368091,39.20646747030787,367.43889725617953,85819.75133119145,92573.2708912765,88775.27539676672,217094.87813238482,110542.72287379546,112.0,54367.37560252117,184.24596949085583,46.467702270151165,134289.16999802168,58266.1657732539,-288.70802405421824,294822.74121759523,81610.927181227,159566.6254188443,213379.25830294308,156983.38108061254,62.483452653800974,324186.4999405538,80950.25460805268,1220020.404668686,40.66870244570439,40.66870244570439,245090.1337972005,90543.91090251468,111154.88132616699,301627.7711189855,222343.81223351302,153426.33757496715,88068.45967713268,91688.46303004828,0.8380582740700718,96379.8687742958,81798.59229628256,87542.23133516805,183301.00283895884,187.96168983474558,-104.28683522697719,86.19686685949094,854.7112971144112,325620.37448887667,268799.78336109314,-203.6193373623699,431639.8092905395,97755.8644451288,87149.95005456328,95029.53902230962,138905.74346261902,0.0768601438166289,12775.867189182823,192834.139240782,-72.3922152598907,86848.02449801003,107.44284946640232,-1.6889316611923277e-09,-1.6661942936480045e-09,-5.5539809788266816e-14,16746.82301418862,103493.20161859518,303169.3846903687,0.14733333333333334,-83.1267967004482,-126.27130799446886,93679.37675128914,11239.456753333232,605392.1364492105,73783.43357341013
t6v9_Math,7.639755494892597e-11,2.2684055408142805,36.440409562430865,16.376160028367963,455.3968018614603,736.735288956378,20.0774720552726,335.84623603814265,19.620189913482367,188.32786857005007,208685.15598990006,365724.73033233674,18.81773444569259,102620.66535200221,655.2383206992915,681.7086685625212,302.16605065200287,386495.9666137299,72416.16461924325,299.7082792136295,19.990127648335452,217079.67894444428,38794.5362645581,106408.96260099343,164385.5868618435,685.5034525891367,88354.77493686847,166613.48018778258,200748.49831085917,-209.99844837718368,133668.07006574358,41770.7393527845,217980.41595099075,84176.370298077,291.5536112051072,17.62589755497966,195171.1603552728,95169.78238420597,47.12268281581637,553.4513677967377,74276.22451419703,98729.53865648051,80972.20227446439,275789.00044860813,94634.6584228365,101.0,84549.25872602437,243.27743745403407,55.16442725200177,389582.58966075367,188868.83320465975,-356.2916426009845,195003.1277915715,114894.34795390075,343363.7782255168,290358.0288511394,101859.27914405627,73.25904836846374,304801.5497176682,143239.7813946544,1494654.747053917,49.82348568465339,49.82348568465339,387675.4129319269,77072.60119694458,105888.19251114303,479489.2256628716,42221.393508390116,341916.87292807305,97669.57643759555,125194.16781450987,0.7059279537844297,91658.60137014542,108314.77006715052,86768.014873821,323078.44122731325,201.17245129163356,-107.0721999303448,94.00108745830684,861.0813654724285,253729.0368397253,246868.22361748113,-209.38396263232409,465764.89306391403,182415.1237490182,98559.4310187753,99168.2478679226,366021.3065336924,0.09966280513439071,17632.75821985386,492680.2476526506,-3.3061664706501137,269613.1513480564,125.7604706396399,7.639755494892597e-11,6.548361852765083e-11,2.1827872842550276e-15,22811.83996851568,103545.8774115519,386209.32139803475,0.15573333333333333,7.871046665164041,-129.14134466922854,90783.63159042197,15413.778319673189,367191.6774633407,149109.383695289
t6v9_Reading,3.292370820418e-10,3.30462009482412,53.469894950083884,18.284256140463068,560.5079766698434,850.7618910418781,22.262875236098353,356.66834132952,21.700894777411204,228.74826726068895,35877.78033775878,432085.4503866577,21.067928885805618,10935.49197210201,767.0914770155026,803.2582663321518,324.67611034631204,207712.06819286034,130749.13969331498,334.3842461148033,20.833377366652435,178358.94366832337,38955.21886857934,72574.05219400482,27718.176015191162,727.9748782986718,35298.35601578826,45389.94058230437,49872.3745726605,-174.3436663814238,17743.182732264348,35525.19647180206,156697.2512540331,62868.898155390496,297.14772858530364,19.403617312640804,198810.75625382102,51229.051595931494,42.21687591423161,638.1063006746687,165906.5133488494,27529.35145160431,72661.67878942408,79085.36520385153,42517.29838565756,127.0,34613.200545150656,263.1906866456436,48.010369271929406,49926.75462257908,169200.93168537607,-264.20826083637434,74786.56990097661,35697.18710735347,116006.920692587,151571.02548684657,12896.79900022717,60.9579314693376,280107.68384159036,346675.2097234951,1321465.152367136,44.05030675579639,44.05030675579639,316385.71665600484,39062.179389323785,32490.613252505213,335348.6079739032,85597.63084518483,417474.6014273073,30716.523592494377,32235.878283909897,1.2588688519416131,39128.81549496187,24172.572386723696,30434.127961330054,287815.22426302277,205.20580772130953,-92.96068905785698,100.50523610929434,740.0784325594515,124987.58671234582,104204.62484023218,-191.6777965036627,187294.4139724339,195373.64348977458,39903.53190051874,36606.495741036444,773523.3965246725,0.06822270121041257,10597.441179676938,110215.77011780493,-48.76334260954013,286511.3680384038,98.16815465455844,-3.292370820418e-10,-2.801243681460619e-10,-9.337478938202064e-15,13610.113752999247,35159.58561279651,164323.70665258617,0.15933333333333333,-120.04996371951613,-109.0597669830748,34589.62141722154,8815.80522503037,294070.2696211416,538259.2770688033
t6v9_Relax,20905.951374371198,4.0845063931402175,21.756919945462045,10.428804814833203,211.99838775032597,385.2070746110935,13.351515491409222,208.3349785180147,12.906674930775639,103.96321145407055,131244.53519212373,4287422.298100231,12.32120965362918,27842.53705791622,331.01627269364144,337.9027631657188,179.9394387893093,118721.56395337927,76208.87287939708,172.8328923632633,13.340447165427763,96430.12124329047,70840.00553481275,75789.78511890248,43885.18999017846,338.3725638748886,42024.40662720809,111691.94351887281,107985.50193570628,-174.59964491086953,47696.59161109529,47311.78863881263,249262.7032213285,42707.65142811687,163.9876687340638,11.688400060456512,35247.55435175273,69565.95274629789,37.03427401240152,276.01009474883404,201025.84716315588,85142.90601118967,36411.82502261414,177149.43521256364,31606.155512007805,113.0,51682.69200332562,140.05152065531027,43.85200116362944,88616.13201095883,25922.30038374077,-280.04153940447696,292109.37840536836,44928.63408195129,497823.2131739709,105445.52337802757,104571.85106769144,59.86749943741479,115531.23281613621,202806.57204588302,1192825.7496418054,39.762183727517765,39.762183727517765,238511.19870413793,47269.974455818934,10494.879457163623,110361.83799318704,105012.99871366272,111615.246768505,27420.660952147533,46315.43989329241,0.8124788488053885,46690.465319855975,44909.43163786947,44517.04083687951,192584.45827781412,170.30122203679798,-79.69131127662507,79.6070919351851,730.0771802098851,166934.81079407,120561.64088461935,-167.00370977873223,250978.6744758865,171740.4396907302,53688.869562138156,37150.735823798364,426317.79607001966,0.07494327511921446,13005.670873402207,276533.5473342575,95.44565771361954,130643.469046522,104.5285354040971,20905.951374371198,20905.951374371267,0.6968650458123755,16698.892354272168,33501.65919918006,327526.0595977986,0.1322,36.55541007139898,-110.60929282432271,23014.912783301694,11635.371352258191,509782.2291735527,88676.02072997035
t6v9_Speaking,1.60889612743631e-09,2.0415643104063737,37.2872161269674,15.945009884082749,446.58395273957007,690.4535568325603,18.319578242225937,357.4290815385408,18.09202681253526,193.1958658181257,88289.890324527,348528.92527596024,17.43725882975323,124114.68413733874,633.0426312388196,630.9286241653614,330.5891635720379,259607.2837688236,70894.30547379804,306.1819720728714,17.481961607379187,241133.23679600062,48833.35971033898,86624.02894286069,192205.13471660196,571.4066910264849,100486.79220845539,138422.7756019681,105319.7617279274,-247.71718612512365,72409.9819978848,43576.59542726656,220867.564623127,52122.5243428075,269.85424204204674,15.682660230910741,356125.19280368433,22669.579570591322,45.99172998446882,476.4576393652585,209453.72765805735,11013.004508358503,41515.81994200284,109866.33607383973,52645.8594742798,89.0,112182.1979685256,231.6847186560441,54.06011649390845,349955.56355854677,214703.8109113989,-377.476329670602,200546.35315683126,17466.667359061612,411951.26443428034,203152.4701775438,161127.31194174328,71.59781556898845,285588.24452749203,125521.24251019921,1452974.9688725083,48.434113432864706,48.434113432864706,190173.20799834057,35455.79431374983,43130.806933654756,682023.7272335609,308692.3337422489,518821.4547283647,39958.51840166522,47807.19265358233,1.083010253402495,19099.871598398127,46374.597421941755,28258.108149863685,445963.90123001125,215.87906301840906,-101.68101720132229,99.9524317030601,894.6019265730619,222058.35733772305,248107.6678968999,-204.1101863193226,681506.0082706216,288478.0189975108,34526.37456389591,53860.46724540825,545330.9198205791,0.09174296042620261,18101.890045071377,151688.29793721015,-252.48717209612627,204749.8509299244,122.72184150683292,1.60889612743631e-09,1.5752448234707117e-09,5.2508160782357055e-14,23120.937057367617,16630.223980687133,423305.23117585306,0.14876666666666666,-347.03470325842625,-157.43481829205845,17162.27975075897,15987.648798182378,262158.78498668346,156245.57076976498
t6v9_Stroop,2.0181687432341278e-09,1.6183767464744632,27.263466222480513,15.444046297732864,424.1148955366768,662.7986243200868,18.218300605293884,332.9635287701063,18.113731165105005,186.51704856202372,97921.85105149995,337958.71163838776,16.983990280538908,158995.6892132599,598.4867543715138,603.5591646622581,311.30635404344025,312214.42832100287,72296.24852173282,277.5801343966368,18.442120990565687,204760.25296877557,71445.16731563766,79070.56009314659,8436.402095167883,591.4887593186068,80241.66437600603,177381.65788356264,201757.8001671532,-235.80334877091803,138774.40584545396,33637.044665685964,296449.8825157535,71597.54084437477,254.60804542145294,15.528518970230643,586913.8909471539,67691.56588298737,43.63632653225954,460.7302498817321,310243.29855761596,36881.391241719786,37766.795302557206,98592.35732641452,36779.347694193726,88.0,101981.97942083907,219.96928407036796,51.00226578686611,453853.2749171679,163174.52974633334,-364.2766873244605,611979.0900175002,42328.47769398008,271701.5124969604,109239.05023943797,163210.82390081167,67.44965531720844,63586.779009473714,557074.9974204348,1378490.3320037238,45.95120944043881,45.95120944043881,188904.2452098334,28052.39243450136,23425.389249649834,534396.9555528393,356630.161856919,315056.15226298076,32752.472133896506,42164.746766086195,0.6115027370738269,13294.758313943308,46052.80183043855,10668.064252583423,326574.84554053954,184.93005851513297,-86.19379392671942,86.16211251299757,752.5626168988248,250577.66094697488,155173.56847720352,-184.49870894057926,309260.2666787384,496869.24569077365,25864.35552064534,35001.731580836924,245516.58415301135,0.09341427326303411,16463.333315949167,186906.39966827436,-19.861275274573615,136014.71236818554,115.61709720406745,-2.0181687432341278e-09,-2.0827428670600057e-09,-6.942476223533352e-14,21245.923248363124,34618.24838197758,435854.1943883187,0.14916666666666667,-15.456051281874474,-146.7628715788468,20883.480672038695,14560.540537578137,411783.5478833595,171826.08524812185
t6v9_Video1,5276.685011867387,6.237281407147793,87.59200946310175,9.31150264390475,158.43046749357472,350.52576160541116,12.638772368200318,191.48589714619243,12.53961008749423,71.89581518433141,31321.195092880924,635221.0977659845,11.074340059618159,51676.68398044643,266.43660441953534,323.7948103554865,143.961712993044,398952.68928545626,149281.96817295696,167.38068333438645,13.625047802443147,10462.21804820504,83117.96548369374,74499.01371080405,125308.33444394942,344.09020911727345,50680.260731361945,148329.2570295332,131420.70248996853,-148.9636110358104,140591.05440515236,38175.702087387326,107778.03327994133,42438.0778054039,159.94561948070805,10.538522657874642,208740.20383218498,75805.9407738836,33.001971347106135,213.211437925024,41638.82509818811,70724.71296181968,29965.937024931616,77873.61496781127,82195.16905175474,115.0,195178.6718479946,102.2241690494774,38.68702967637067,73125.01834454692,122067.50465542161,-248.09955786896828,784395.2339354587,26415.384334674432,37067.27321390004,174236.8973236388,162397.06503460984,52.401607916184126,67226.35675262721,139866.3754033212,1091482.564300214,36.38396494217187,36.38396494217187,120655.00075528192,25723.888337187844,37123.383492329995,798590.9971755204,222342.57818566225,209511.29032833388,13308.819168785216,37256.33534426706,0.2705382320312822,40336.80837000115,34342.75229692702,9482.844188533825,129029.82037493133,166.0280066892371,-73.29640081628585,79.59407057486321,685.8120295939224,130579.61176777157,228356.56729276458,-154.80293860708636,571740.0217484074,249157.34438909817,22660.598512906316,5986.043310248052,343339.6267472655,0.0669418754573914,10709.208620169842,33622.64427286455,-641.9613070857527,296013.84904700617,91.55238712411972,-5276.685011867387,-5276.685011867368,-0.17588950039557893,13885.603829375288,30854.740259120677,204839.26037970337,0.13816666666666666,-462.1132392523095,-90.46077288613314,11346.374635294069,9620.983205447217,237456.3848047013,219805.92524830575
