Task(hh2e_Breathing) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 6.0] [Valence: None, Arousal: None
Task(qw5t_Math) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 8.0
Task(qw5t_Reading) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 6.0, Arousal: 8.0
Task(qw5t_Relax) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 1.0, Relaxed: 8.0] [Valence: 6.0, Arousal: 2.0
Task(qw5t_Speaking) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 8.0, Relaxed: 4.0] [Valence: 7.0, Arousal: 8.0
Task(qw5t_Stroop) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 9.0
Task(qw5t_Video1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 7.0, Arousal: 7.0
Task(qw5t_Video2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 4.0, Arousal: 8.0
Task(h8r2_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 1.0, Relaxed: 9.0] [Valence: 5.0, Arousal: 1.0
Task(h8r2_Counting1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 9.0
Task(h8r2_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 3.0, Arousal: 9.0
Task(h8r2_Counting3) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 4.0, Arousal: 10.0
Task(h8r2_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 9.0
Task(h8r2_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 7.0
Task(h8r2_Relax) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 1.0, Relaxed: 8.0] [Valence: 9.0, Arousal: 2.0
Task(h8r2_Speaking) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 3.0, Arousal: 6.0
Task(h8r2_Stroop) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 10.0
Task(h8r2_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 6.0] [Valence: 7.0, Arousal: 7.0
Task(h8r2_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 4.0, Relaxed: 4.0] [Valence: 4.0, Arousal: 5.0
Task(2z7d_Breathing) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 6.0] [Valence: 4.0, Arousal: 5.0
Task(2z7d_Counting1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 2.0] [Valence: 4.0, Arousal: 7.0
Task(2z7d_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 1.0] [Valence: 3.0, Arousal: 9.0
Task(2z7d_Counting3) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 3.0] [Valence: 4.0, Arousal: 8.0
Task(2z7d_Math) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 2.0] [Valence: 6.0, Arousal: 8.0
Task(2z7d_Reading) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 3.0] [Valence: 3.0, Arousal: 8.0
Task(2z7d_Relax) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 3.0, Relaxed: 6.0] [Valence: 7.0, Arousal: 4.0
Task(2z7d_Speaking) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 9.0, Relaxed: 1.0] [Valence: 2.0, Arousal: 8.0
Task(2z7d_Stroop) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 8.0, Relaxed: 1.0] [Valence: 6.0, Arousal: 9.0
Task(2z7d_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 7.0] [Valence: 8.0, Arousal: 7.0
Task(2z7d_Video2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 7.0
Task(j9h8_Breathing) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 8.0] [Valence: 5.0, Arousal: 6.0
Task(j9h8_Counting1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 2.0, Arousal: 8.0
Task(j9h8_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 9.0
Task(j9h8_Counting3) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 4.0] [Valence: 4.0, Arousal: 3.0
Task(j9h8_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 6.0
Task(j9h8_Reading) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 5.0] [Valence: 6.0, Arousal: 4.0
Task(j9h8_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 9.0] [Valence: 9.0, Arousal: 9.0
Task(j9h8_Speaking) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 8.0, Relaxed: 3.0] [Valence: 3.0, Arousal: 3.0
Task(j9h8_Stroop) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 9.0, Relaxed: 3.0] [Valence: 2.0, Arousal: 8.0
Task(j9h8_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 8.0] [Valence: 9.0, Arousal: 8.0
Task(j9h8_Video2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 7.0
Task(9t6n_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 6.0] [Valence: 7.0, Arousal: 6.0
Task(9t6n_Counting1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 4.0, Arousal: 8.0
Task(9t6n_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 2.0] [Valence: 3.0, Arousal: 9.0
Task(9t6n_Counting3) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 2.0] [Valence: 3.0, Arousal: 8.0
Task(9t6n_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 3.0, Arousal: 7.0
Task(9t6n_Reading) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 7.0
Task(9t6n_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 8.0] [Valence: 8.0, Arousal: 7.0
Task(9t6n_Speaking) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 7.0
Task(9t6n_Stroop) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 7.0, Arousal: 9.0
Task(9t6n_Video1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 5.0] [Valence: 7.0, Arousal: 6.0
Task(9t6n_Video2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 6.0
Task(u3v9_Breathing) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 7.0] [Valence: 5.0, Arousal: 7.0
Task(u3v9_Counting1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 0.0] [Valence: 5.0, Arousal: 6.0
Task(u3v9_Counting2) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 4.0, Relaxed: 0.0] [Valence: 4.0, Arousal: 6.0
Task(u3v9_Counting3) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 1.0] [Valence: 5.0, Arousal: 8.0
Task(u3v9_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 0.0] [Valence: 5.0, Arousal: 6.0
Task(u3v9_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 2.0] [Valence: 7.0, Arousal: 8.0
Task(u3v9_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 5.0] [Valence: 6.0, Arousal: 7.0
Task(u3v9_Speaking) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 7.0
Task(u3v9_Stroop) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 0.0] [Valence: 6.0, Arousal: 7.0
Task(u3v9_Video1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 6.0
Task(u3v9_Video2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 6.0
Task(w2t5_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 8.0] [Valence: 6.0, Arousal: 5.0
Task(w2t5_Counting1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 2.0] [Valence: 3.0, Arousal: 7.0
Task(w2t5_Counting2) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 8.0, Relaxed: 1.0] [Valence: 6.0, Arousal: 7.0
Task(w2t5_Counting3) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 7.0
Task(w2t5_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 7.0
Task(w2t5_Reading) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 6.0
Task(w2t5_Relax) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 6.0] [Valence: 4.0, Arousal: 2.0
Task(w2t5_Speaking) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 2.0] [Valence: 5.0, Arousal: 8.0
Task(w2t5_Stroop) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 6.0] [Valence: 8.0, Arousal: 10.0
Task(w2t5_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 0.0, Relaxed: 8.0] [Valence: 8.0, Arousal: 7.0
Task(w2t5_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 4.0, Relaxed: 6.0] [Valence: 4.0, Arousal: 5.0
Task(7m3c_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 0.0, Relaxed: 6.0] [Valence: 6.0, Arousal: 5.0
Task(7m3c_Counting1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 2.0] [Valence: 4.0, Arousal: 8.0
Task(7m3c_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 0.0] [Valence: 3.0, Arousal: 8.0
Task(7m3c_Counting3) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 2.0] [Valence: 4.0, Arousal: 6.0
Task(7m3c_Math) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 9.0
Task(7m3c_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 5.0] [Valence: 6.0, Arousal: 9.0
Task(7m3c_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 3.0, Relaxed: 3.0] [Valence: 3.0, Arousal: 0.0
Task(7m3c_Speaking) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 8.0, Relaxed: 2.0] [Valence: 0.0, Arousal: 3.0
Task(7m3c_Stroop) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 6.0] [Valence: 8.0, Arousal: 10.0
Task(7m3c_Video1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 3.0] [Valence: 3.0, Arousal: 6.0
Task(7m3c_Video2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 1.0] [Valence: 1.0, Arousal: 5.0
Task(6k5f_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 0.0, Relaxed: 7.0] [Valence: 6.0, Arousal: 8.0
Task(6k5f_Counting1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 2.0] [Valence: 3.0, Arousal: 6.0
Task(6k5f_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 1.0] [Valence: 2.0, Arousal: 6.0
Task(6k5f_Counting3) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 2.0] [Valence: 3.0, Arousal: 6.0
Task(6k5f_Math) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 3.0] [Valence: 6.0, Arousal: 6.0
Task(6k5f_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 6.0
Task(6k5f_Relax) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 3.0] [Valence: 3.0, Arousal: 6.0
Task(6k5f_Speaking) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 2.0] [Valence: 3.0, Arousal: 7.0
Task(6k5f_Stroop) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 2.0] [Valence: 3.0, Arousal: 7.0
Task(6k5f_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 4.0] [Valence: 8.0, Arousal: 9.0
Task(6k5f_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 2.0, Relaxed: 4.0] [Valence: 4.0, Arousal: 8.0
Task(x1q3_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 7.0] [Valence: 8.0, Arousal: 10.0
Task(x1q3_Counting1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 8.0, Relaxed: 5.0] [Valence: 7.0, Arousal: 9.0
Task(x1q3_Counting2) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 8.0, Relaxed: 7.0] [Valence: 7.0, Arousal: 9.0
Task(x1q3_Counting3) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 6.0] [Valence: 7.0, Arousal: 9.0
Task(x1q3_Math) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 7.0] [Valence: 8.0, Arousal: 9.0
Task(x1q3_Reading) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 7.0] [Valence: 6.0, Arousal: 7.0
Task(x1q3_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 9.0] [Valence: 9.0, Arousal: 8.0
Task(x1q3_Speaking) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 8.0, Relaxed: 8.0] [Valence: 8.0, Arousal: 8.0
Task(x1q3_Stroop) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 7.0] [Valence: 8.0, Arousal: 8.0
Task(x1q3_Video1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 7.0] [Valence: 7.0, Arousal: 10.0
Task(x1q3_Video2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 0.0] [Valence: 3.0, Arousal: 9.0
Task(r5s8_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 0.0, Relaxed: 1.0] [Valence: 5.0, Arousal: 3.0
Task(r5s8_Counting1) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 2.0, Relaxed: 7.0] [Valence: 4.0, Arousal: 5.0
Task(r5s8_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 4.0] [Valence: 3.0, Arousal: 7.0
Task(r5s8_Counting3) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 5.0] [Valence: 3.0, Arousal: 7.0
Task(r5s8_Math) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 5.0
Task(r5s8_Reading) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 8.0
Task(r5s8_Relax) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 6.0
Task(r5s8_Speaking) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 3.0] [Valence: 8.0, Arousal: 7.0
Task(r5s8_Stroop) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 3.0] [Valence: 8.0, Arousal: 7.0
Task(r5s8_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 6.0] [Valence: 8.0, Arousal: 9.0
Task(r5s8_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 5.0] [Valence: 6.0, Arousal: 5.0
Task(y9z6_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 5.0
Task(y9z6_Counting1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 6.0] [Valence: 7.0, Arousal: 7.0
Task(y9z6_Counting2) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 8.0
Task(y9z6_Counting3) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 6.0] [Valence: 7.0, Arousal: 8.0
Task(y9z6_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 3.0] [Valence: 4.0, Arousal: 6.0
Task(y9z6_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 6.0] [Valence: 7.0, Arousal: 8.0
Task(y9z6_Relax) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 1.0, Relaxed: 6.0] [Valence: 6.0, Arousal: 3.0
Task(y9z6_Speaking) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 2.0] [Valence: 4.0, Arousal: 7.0
Task(y9z6_Stroop) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 7.0
Task(y9z6_Video1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 3.0] [Valence: 4.0, Arousal: 6.0
Task(y9z6_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 4.0
Task(4e8r_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 0.0, Relaxed: 8.0] [Valence: 5.0, Arousal: 5.0
Task(4e8r_Counting1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 6.0
Task(4e8r_Counting2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 5.0
Task(4e8r_Counting3) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 4.0, Relaxed: 2.0] [Valence: 4.0, Arousal: 6.0
Task(4e8r_Math) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 7.0
Task(4e8r_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 2.0, Relaxed: 6.0] [Valence: 4.0, Arousal: 7.0
Task(4e8r_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 0.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 2.0
Task(4e8r_Speaking) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 3.0, Relaxed: 4.0] [Valence: 4.0, Arousal: 3.0
Task(4e8r_Stroop) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 6.0
Task(4e8r_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 7.0] [Valence: 6.0, Arousal: 6.0
Task(4e8r_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 1.0, Relaxed: 5.0] [Valence: 4.0, Arousal: 4.0
Task(5f7t_Breathing) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 0.0, Relaxed: 10.0] [Valence: 6.0, Arousal: 4.0
Task(5f7t_Counting1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 3.0] [Valence: 6.0, Arousal: 9.0
Task(5f7t_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 9.0
Task(5f7t_Counting3) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 2.0] [Valence: 6.0, Arousal: 8.0
Task(5f7t_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 2.0] [Valence: 4.0, Arousal: 8.0
Task(5f7t_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 2.0] [Valence: 6.0, Arousal: 8.0
Task(5f7t_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 9.0] [Valence: 6.0, Arousal: 5.0
Task(5f7t_Speaking) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 4.0, Relaxed: 3.0] [Valence: 4.0, Arousal: 7.0
Task(5f7t_Stroop) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 2.0] [Valence: 6.0, Arousal: 9.0
Task(5f7t_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 6.0] [Valence: 6.0, Arousal: 6.0
Task(5f7t_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 5.0] [Valence: 6.0, Arousal: 6.0
Task(k2v7_Breathing) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 7.0] [Valence: 6.0, Arousal: 7.0
Task(k2v7_Counting1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 7.0] [Valence: 5.0, Arousal: 8.0
Task(k2v7_Counting2) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 7.0] [Valence: 6.0, Arousal: 7.0
Task(k2v7_Counting3) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 6.0] [Valence: 6.0, Arousal: 7.0
Task(k2v7_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 8.0
Task(k2v7_Reading) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 7.0
Task(k2v7_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 7.0
Task(k2v7_Speaking) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 7.0] [Valence: 7.0, Arousal: 7.0
Task(k2v7_Stroop) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 6.0] [Valence: 7.0, Arousal: 7.0
Task(k2v7_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 8.0] [Valence: 9.0, Arousal: 7.0
